Ticker;CompanyName
ITOS;iTeos Therapeutics, Inc.
REI;RING ENERGY, INC.
FDBC;FIDELITY D & D BANCORP INC
ANIK;Anika Therapeutics, Inc.
SMRT;SmartRent, Inc.
SKIL;Skillsoft Corp.
NRGV;Energy Vault Holdings, Inc.
AVIR;Atea Pharmaceuticals, Inc.
AFRI;Forafric Global PLC
RMNI;Rimini Street, Inc.
SAMG;Silvercrest Asset Management Group Inc.
HDSN;HUDSON TECHNOLOGIES INC /NY
DBI;Designer Brands Inc.
ATNI;ATN International, Inc.
ZVIA;Zevia PBC
INGN;Inogen Inc
HRTX;HERON THERAPEUTICS, INC. /DE/
BTBT;Bit Digital, Inc
ARAY;ACCURAY INC
CPS;Cooper-Standard Holdings Inc.
AOMR;Angel Oak Mortgage REIT, Inc.
PANL;Pangaea Logistics Solutions Ltd.
SBT;Sterling Bancorp, Inc.
ATOM;Atomera Inc
TSBK;TIMBERLAND BANCORP INC
ALTG;ALTA EQUIPMENT GROUP INC.
EVBN;EVANS BANCORP INC
FOA;Finance of America Companies Inc.
SGMO;SANGAMO THERAPEUTICS, INC
CHMG;CHEMUNG FINANCIAL CORP
DSGN;Design Therapeutics, Inc.
WTI;W&T OFFSHORE INC
ZYXI;ZYNEX INC
SLDP;Solid Power, Inc.
CPSS;CONSUMER PORTFOLIO SERVICES, INC.
PWOD;PENNS WOODS BANCORP INC
PINE;Alpine Income Property Trust, Inc.
NOTE;FiscalNote Holdings, Inc.
OVLY;Oak Valley Bancorp
CVLY;CODORUS VALLEY BANCORP INC
TCI;TRANSCONTINENTAL REALTY INVESTORS INC
PKBK;PARKE BANCORP, INC.
FVCB;FVCBankcorp, Inc.
NC;NACCO INDUSTRIES INC
ARL;AMERICAN REALTY INVESTORS INC
DC;Dakota Gold Corp.
ALCO;ALICO, INC.
BLFY;Blue Foundry Bancorp
ONL;Orion Office REIT Inc.
KFS;KINGSWAY FINANCIAL SERVICES INC
ESSA;ESSA Bancorp, Inc.
RGCO;RGC RESOURCES INC
AEVA;Aeva Technologies, Inc.
LCNB;LCNB CORP
MYPS;PLAYSTUDIOS, Inc.
MACK;MERRIMACK PHARMACEUTICALS INC
NXDT;NEXPOINT DIVERSIFIED REAL ESTATE TRUST
FET;FORUM ENERGY TECHNOLOGIES, INC.
MBCN;MIDDLEFIELD BANC CORP
LRMR;Larimar Therapeutics, Inc.
TBI;TrueBlue, Inc.
FF;FutureFuel Corp.
NVRO;NEVRO CORP
NAUT;Nautilus Biotechnology, Inc.
KRMD;KORU Medical Systems, Inc.
POWW;AMMO, INC.
OBIO;Orchestra BioMed Holdings, Inc.
NWFL;NORWOOD FINANCIAL CORP
MYFW;First Western Financial Inc
HSHP;Himalaya Shipping Ltd.
THRD;Third Harmonic Bio, Inc.
LWLG;Lightwave Logic, Inc.
GENC;GENCOR INDUSTRIES INC
FCCO;FIRST COMMUNITY CORP /SC/
UHG;United Homes Group, Inc.
UTMD;UTAH MEDICAL PRODUCTS INC
WISH;ContextLogic Inc.
ESCA;ESCALADE INC
SKYX;SKYX Platforms Corp.
SWKH;SWK Holdings Corp
CIO;City Office REIT, Inc.
SKIN;Beauty Health Co
BCOV;BRIGHTCOVE INC
VABK;Virginia National Bankshares Corp
EP;EMPIRE PETROLEUM CORP
HMST;HomeStreet, Inc.
CMCL;Caledonia Mining Corp Plc
EVC;ENTRAVISION COMMUNICATIONS CORP
SLRN;ACELYRIN, Inc.
RMAX;RE/MAX Holdings, Inc.
FLL;FULL HOUSE RESORTS INC
PLX;Protalix BioTherapeutics, Inc.
RELL;RICHARDSON ELECTRONICS, LTD.
AFCG;Advanced Flower Capital Inc.
MKTW;MARKETWISE, INC.
PLRX;PLIANT THERAPEUTICS, INC.
SMHI;SEACOR Marine Holdings Inc.
LAZR;Luminar Technologies, Inc./DE
PFMT;Performant Healthcare Inc.
FENC;FENNEC PHARMACEUTICALS INC.
EGAN;EGAIN Corp
INBX;Inhibrx Inc.
CLAR;Clarus Corp
HQI;HireQuest, Inc.
NKSH;NATIONAL BANKSHARES INC
ELA;Envela Corp
PMTS;CPI Card Group Inc.
BCBP;BCB BANCORP INC
JRVR;James River Group Holdings, Ltd.
AMWL;American Well Corp
RCKY;ROCKY BRANDS, INC.
BHR;Braemar Hotels & Resorts Inc.
JYNT;JOINT Corp
INFU;InfuSystem Holdings, Inc
SSTI;SOUNDTHINKING, INC.
DOUG;Douglas Elliman Inc.
VATE;INNOVATE Corp.
VOXX;VOXX International Corp
SCPH;scPharmaceuticals Inc.
CDLX;Cardlytics, Inc.
MED;MEDIFAST INC
AVD;AMERICAN VANGUARD CORP
TCX;TUCOWS INC /PA/
ATLO;AMES NATIONAL CORP
TTEC;TTEC Holdings, Inc.
SSP;E.W. SCRIPPS Co
STRS;STRATUS PROPERTIES INC
ALEC;Alector, Inc.
III;Information Services Group Inc.
PLL;Piedmont Lithium Inc.
MGNX;MACROGENICS INC
GNLX;GENELUX Corp
TSE;Trinseo PLC
LYEL;Lyell Immunopharma, Inc.
GPMT;Granite Point Mortgage Trust Inc.
LNZA;LanzaTech Global, Inc.
FRGE;Forge Global Holdings, Inc.
FCEL;FUELCELL ENERGY INC
STRO;SUTRO BIOPHARMA, INC.
NKTX;Nkarta, Inc.
IAUX;i-80 Gold Corp.
ZNTL;Zentalis Pharmaceuticals, Inc.
CHGG;CHEGG, INC
DHX;DHI GROUP, INC.
PAYS;Paysign, Inc.
TUSK;MAMMOTH ENERGY SERVICES, INC.
FATE;FATE THERAPEUTICS INC
SGMT;Sagimet Biosciences Inc.
TSQ;Townsquare Media, Inc.
HFFG;HF Foods Group Inc.
DXLG;DESTINATION XL GROUP, INC.
HOFT;HOOKER FURNISHINGS Corp
GPRO;GoPro, Inc.
SEER;Seer, Inc.
SGHT;Sight Sciences, Inc.
CHRS;Coherus BioSciences, Inc.
MCRB;Seres Therapeutics, Inc.
VERI;Veritone, Inc.
RILY;B. Riley Financial, Inc.
QIPT;Quipt Home Medical Corp.
CTGO;Contango ORE, Inc.
NGM;NGM BIOPHARMACEUTICALS INC
TSVT;2seventy bio, Inc.
PLCE;Children's Place, Inc.
TLYS;TILLY'S, INC.
MNSB;MainStreet Bancshares, Inc.
ORGN;Origin Materials, Inc.
LCTX;Lineage Cell Therapeutics, Inc.
SPCE;Virgin Galactic Holdings, Inc
CMT;CORE MOLDING TECHNOLOGIES INC
SRI;STONERIDGE INC
LPSN;LIVEPERSON INC
NVCT;Nuvectis Pharma, Inc.
CRBU;Caribou Biosciences, Inc.
KVHI;KVH INDUSTRIES INC \DE\
VTYX;Ventyx Biosciences, Inc.
AKYA;Akoya Biosciences, Inc.
SAVA;CASSAVA SCIENCES INC
STHO;Star Holdings
PETS;PETMED EXPRESS INC
VIGL;Vigil Neuroscience, Inc.
BLNK;Blink Charging Co.
TELA;TELA Bio, Inc.
ENTA;ENANTA PHARMACEUTICALS INC
OPRX;OptimizeRx Corp
DLTH;DULUTH HOLDINGS INC.
INTT;INTEST CORP
VRA;Vera Bradley, Inc.
EDIT;Editas Medicine, Inc.
STKS;ONE Group Hospitality, Inc.
VOR;Vor Biopharma Inc.
CNTY;CENTURY CASINOS INC /CO/
IVAC;INTEVAC INC
STEM;STEM, INC.
FOSL;Fossil Group, Inc.
HLVX;HilleVax, Inc.
GRWG;GrowGeneration Corp.
INZY;Inozyme Pharma, Inc.
DTC;Solo Brands, Inc.
DM;Desktop Metal, Inc.
MHLD;Maiden Holdings, Ltd.
XFOR;X4 Pharmaceuticals, Inc
MRSN;Mersana Therapeutics, Inc.
SCLX;Scilex Holding Co
MASS;908 Devices Inc.
CUE;Cue Biopharma, Inc.
KLXE;KLX Energy Services Holdings, Inc.
IGMS;IGM Biosciences, Inc.
MODV;ModivCare Inc
RRGB;RED ROBIN GOURMET BURGERS INC
ASRT;Assertio Holdings, Inc.
KPTI;Karyopharm Therapeutics Inc.
RPHM;OnKure Therapeutics, Inc.
AGEN;AGENUS INC
PMVP;PMV Pharmaceuticals, Inc.
RBOT;Vicarious Surgical Inc.
NDLS;NOODLES & Co
MURA;Mural Oncology plc
SPWH;SPORTSMAN'S WAREHOUSE HOLDINGS, INC.
TNYA;Tenaya Therapeutics, Inc.
WW;WW INTERNATIONAL, INC.
AVTE;Aerovate Therapeutics, Inc.
PIII;P3 Health Partners Inc.
IKNA;Ikena Oncology, Inc.
CATO;CATO CORP
ME;23andMe Holding Co.
CVGI;Commercial Vehicle Group, Inc.
CMTL;COMTECH TELECOMMUNICATIONS CORP /DE/
AADI;Aadi Bioscience, Inc.
TPIC;TPI COMPOSITES, INC
UONE;URBAN ONE, INC.
UONEK;URBAN ONE, INC.
CLPR;Clipper Realty Inc.
GWH;ESS Tech, Inc.
PRTS;CarParts.com, Inc.
HBIO;HARVARD BIOSCIENCE INC
IPSC;Century Therapeutics, Inc.
BLUE;bluebird bio, Inc.
PRLD;Prelude Therapeutics Inc
IMRX;Immuneering Corp
OPTN;OptiNose, Inc.
SST;System1, Inc.
ALXO;ALX ONCOLOGY HOLDINGS INC
PDSB;PDS Biotechnology Corp
BIRD;Allbirds, Inc.
ATRA;Atara Biotherapeutics, Inc.
OPI;OFFICE PROPERTIES INCOME TRUST
SCWO;374Water Inc.
LLAP;Terran Orbital Corp
FGEN;FIBROGEN INC
ALVR;Allovir, Inc.
GBIO;Generation Bio Co.
OVID;Ovid Therapeutics Inc.
KZR;Kezar Life Sciences, Inc.
PEPG;PepGen Inc.
FTCI;FTC Solar, Inc.
CMBM;Cambium Networks Corp
OTLK;Outlook Therapeutics, Inc.
OM;Outset Medical, Inc.
RAPT;RAPT Therapeutics, Inc.
XAIR;Beyond Air, Inc.
ATNM;Actinium Pharmaceuticals, Inc.
BGFV;BIG 5 SPORTING GOODS Corp
RLYB;Rallybio Corp
EVA;Enviva Inc.
NKLA;Nikola Corp
MRNS;MARINUS PHARMACEUTICALS, INC.
VRCA;Verrica Pharmaceuticals Inc.
RENT;Rent the Runway, Inc.
VGAS;Verde Clean Fuels, Inc.
ALLK;Allakos Inc.
CARA;Cara Therapeutics, Inc.
FEAM;5E Advanced Materials, Inc.
WKHS;Workhorse Group Inc.
LICY;Li-Cycle Holdings Corp.
BCAB;BioAtla, Inc.
CARM;Carisma Therapeutics Inc.
ZURA;Zura Bio Ltd
DFLI;Dragonfly Energy Holdings Corp.
RCEL;AVITA Medical, Inc.
GORV;Lazydays Holdings, Inc.
TSBX;Turnstone Biologics Corp.
CUTR;CUTERA INC
BTAI;BioXcel Therapeutics, Inc.
BHIL;Benson Hill, Inc.
OMGA;Omega Therapeutics, Inc.
CNK;Cinemark Holdings, Inc.
LPTV;Loop Media, Inc.
MAXN;Maxeon Solar Technologies, Ltd.
EYEN;EYENOVIA, INC.
TIO;Tingo Group, Inc.
GTXI;
BRBS;Blue Ridge Bankshares Inc.
PFBC;Preferred Bank
RYZB;
AROW;ARROW FINANCIAL CORP
EPRT;ESSENTIAL PROPERTIES REALTY TRUST, INC.
AUB;Atlantic Union Bankshares Corp
EVI;EVI INDUSTRIES, INC.
TOWN;TowneBank
WT;WisdomTree, Inc.
ACDC;ProFrac Holding Corp.
AGX;ARGAN INC
AGYS;AGILYSYS INC
AKTS;Akoustis Technologies Inc.
ALLO;Allogene Therapeutics, Inc.
ALNT;ALLIENT INC
ALTM;Arcadium Lithium plc
APGE;Apogee Therapeutics, Inc.
ARQT;Arcutis Biotherapeutics Inc.
ASUR;ASURE SOFTWARE INC
ATEC;Alphatec Holdings, Inc.
ATSG;Air Transport Services Group, Inc.
ATXS;Astria Therapeutics, Inc.
AXGN;Axogen, Inc.
AXL;AMERICAN AXLE & MANUFACTURING HOLDINGS INC
BBSI;BARRETT BUSINESS SERVICES INC
BBUC;Brookfield Business Corp
BBW;BUILD-A-BEAR WORKSHOP INC
BFS;SAUL CENTERS, INC.
BGXX;Bright Green Corp
BKD;Brookdale Senior Living Inc.
BLX;FOREIGN TRADE BANK OF LATIN AMERICA, INC.
CERE;Cerevel Therapeutics Holdings, Inc.
CLBK;Columbia Financial, Inc.
CMAX;CareMax, Inc.
CTXR;Citius Pharmaceuticals, Inc.
DNMR;Danimer Scientific, Inc.
DZSI;DZS INC.
EGRX;Eagle Pharmaceuticals Inc-DE
EPC;EDGEWELL PERSONAL CARE Co
EPM;EVOLUTION PETROLEUM CORP
EQBK;EQUITY BANCSHARES INC
EQC;Equity Commonwealth
ERAS;Erasca, Inc.
ERII;Energy Recovery, Inc.
HIFS;Hingham Institution for Savings
ISPR;Ispire Technology Inc.
LUNA;Luna Innovations Inc
MOND;Mondee Holdings Inc.
PRPL;Purple Innovation, Inc.
PRST;Presto Automation, Inc.
SAVE;Savencia S.A.
VAXX;Vaxxinity Inc.
XPOF;Xponential Fitness, Inc.
